code1,code2,similar
"#include <bits/stdc++.h>
using namespace std;
typedef long long LL;
const int N=200005;
int n,L,T,p=0,res[N];
int main(){
	cin >> n >> L >> T;
	for (int i=0,x,w;i<n;i++){
		cin >> x >> w;
		if (w==1)
			res[i]=(x+T)%L,p=(p+(T+x)/L%n+n)%n;
		else
			res[i]=((x-T)%L+L)%L,p=(p-(T+L-x-1)/L%n+n)%n;
	}
	sort(res,res+n);
	for (int i=0;i<n;i++,p=(p+1)%n)
		printf(""%d\n"",res[p]);
	return 0;
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    ios::sync_with_stdio(false);
    cin.tie(nullptr);

    int n, L;
    long long T;
    cin >> n >> L >> T;

    vector<long long> pos(n);
    vector<int> dir(n);
    for(int i=0;i<n;i++){
        cin >> pos[i] >> dir[i];
    }

    vector<pair<long long,int>> finalpos(n);
    for(int i=0;i<n;i++){
        long long np;
        if(dir[i] == 1)
            np = (pos[i] + T) % L;
        else
            np = ((pos[i] - T) % L + L) % L;
        finalpos[i] = {np, dir[i]};
    }

    
    sort(finalpos.begin(), finalpos.end(),
         [](auto &a, auto &b){ return a.first < b.first; });

    
    
    long long shift = 0;
    for(int i=0;i<n;i++){
        if(dir[i] == 1){
            
            shift = (shift + (pos[i] + T) / L) % n;
        }else{
        
            shift = (shift - (T - pos[i] + L - 1) / L) % n;
        }
    }
    shift = (shift % n + n) % n;

    
    vector<long long> ans(n);
    for(int i=0;i<n;i++){
        ans[(i + shift) % n] = finalpos[i].first;
    }

    for(auto &x : ans) cout << x << ""\n"";
}",0
"#include<bits/stdc++.h>
using namespace std;

int main()
{
    long long n, l, t;
    cin >> n >> l >> t;
    vector<long long> x(n), w(n), last(n), ans(n);
    for(int i = 0; i < n; i++) cin >> x[i] >> w[i];
    for(int i = 0; i < n; i++) {
        if(w[i] == 1) last[i] = (x[i] + t) % l;
        else last[i] = ((x[i] - t) % l + l) % l;
    }
    sort(last.begin(), last.end());
    long long cnt = 0;
    for(int i = 0; i < n; i++) {
        if(w[i] == 1) cnt -= (t - (l - x[i]) + l) / l;
        else cnt += (t - (x[i] + 1) + l) / l;
    }
    cnt = (cnt % n + n) % n;
    for(int i = 0; i < n; i++) ans[(i + cnt) % n] = last[i];
    for(int i = 0; i < n; i++) cout << ans[i] << endl;
    return 0;
}","#include <bits/stdc++.h>
using namespace std;

struct Ant {
    long long pos;
    int dir;
};

int main(){
    ios::sync_with_stdio(false);
    cin.tie(nullptr);

    long long n, L, T;
    cin >> n >> L >> T;

    vector<Ant> a(n);
    for(int i = 0; i < n; i++){
        cin >> a[i].pos >> a[i].dir;
    }

    
    vector<pair<long long,int>> finalpos(n);
    for(int i = 0; i < n; i++){
        long long p = a[i].pos;
        if(a[i].dir == 1)
            p = (p + T) % L;
        else
            p = ((p - T) % L + L) % L;
        finalpos[i] = {p, a[i].dir};
    }

    
    sort(finalpos.begin(), finalpos.end(),
        [](auto &x, auto &y){ return x.first < y.first; });

  
    long long shift = 0;
    for(int i = 0; i < n; i++){
        if(a[i].dir == 1){
            shift = (shift + (a[i].pos + T) / L) % n;
        } else {
            shift = (shift - (T - a[i].pos + L - 1) / L) % n;
        }
    }
    shift = (shift % n + n) % n;

    
    vector<long long> result(n);
    for(int i = 0; i < n; i++){
        result[(i + shift) % n] = finalpos[i].first;
    }

    for(long long x : result) cout << x << ""\n"";
    return 0;
}",0
"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    cin.tie(0);
    ios::sync_with_stdio(false);

    int N, M; cin >> N >> M;
    vector<int> A(M);
    for (int i = 0; i < M; i++) cin >> A[i];
    sort(A.begin(), A.end(), greater<int>());
    vector<int> B = {6, 2, 5, 5, 4, 5, 6, 3, 7, 6};
    vector<int> C(M);
    for (int i = 0; i < M; i++) C[i] = B[A[i]];

    vector<int> dp(N+1, -N);
    dp[0] = 0;
    for (int i = 1; i <= N; i++) {
        for (int j = 0; j < M; j++) {
            if (i-C[j] < 0) continue;
            dp[i] = max(dp[i], dp[i-C[j]] + 1);
        }
    }

    int i = N;
    for (int j = 0; j < M; j++) {
        while (i-C[j] >= 0 && dp[i-C[j]] == dp[i]-1) {
            cout << A[j];
            i -= C[j];
        }
    }
    cout << ""\n"";
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    ios::sync_with_stdio(false);
    cin.tie(nullptr);

    int N, M;
    cin >> N >> M;
    vector<int> a(M);
    for(int i = 0; i < M; i++) cin >> a[i];

    vector<int> cost = {6,2,5,5,4,5,6,3,7,6};
    sort(a.begin(), a.end(), [&](int x, int y){
        if(cost[x] == cost[y]) return x > y;
        return cost[x] < cost[y];
    });

    vector<int> dp(N+1, -1e9);
    dp[0] = 0;
    for(int i = 0; i <= N; i++){
        if(dp[i] < 0) continue;
        for(int d : a){
            int c = cost[d];
            if(i + c <= N) dp[i + c] = max(dp[i + c], dp[i] + 1);
        }
    }

    int x = N;
    while(x > 0){
        for(int d : a){
            int c = cost[d];
            if(x - c >= 0 && dp[x - c] == dp[x] - 1){
                cout << d;
                x -= c;
                break;
            }
        }
    }
    cout << ""\n"";
}",0
"#include <bits/stdc++.h>
using namespace std;
int main()
  {int A, B, C, D; cin >> A >> B >> C >> D;
  cout << max(0, min(B, D) - max(A, C));}","#include <bits/stdc++.h>
using namespace std;
int main(){
    int A,B,C,D; cin>>A>>B>>C>>D;
    int L = (A > C ? A : C);
    int R = (B < D ? B : D);
    int ans = R - L;
    if(ans < 0) ans = 0;
    cout << ans;
}",0
"#include <iostream>
#include <string>
#include <vector>
#include <algorithm>
#include <utility>
using namespace std;
typedef long long ll;
#define rep(i, n) for (int i=0;i < (int)(n);i++)

int main(){
    int a,b,c,d;
    cin >> a >> b >> c >> d;
    if (min(b,d) -max(a,c) <= 0) cout << 0 << endl;
    else cout << min(b,d)-max(a,c) << endl;
    
    
    return 0;    
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int a,b,c,d;
    cin >> a >> b >> c >> d;
    int x = max(a,c);
    int y = min(b,d);
    int ans = y - x;
    if(ans < 0) ans = 0;
    cout << ans << ""\n"";
}",0
"#include <bits/stdc++.h>
typedef long long ll;
using namespace std;
ll MOD = 1000000007;

#define vec                vector<int>
#define vecll              vector<ll>
#define vecst              vector<string>
#define vecb               vector<bool>
#define vec2(var, n, m)    vector<vector<int>> var(n, vector<int>(m, 0))
#define vecll2(var, n, m)  vector<vector<ll>> var(n, vector<ll>(m, 0))

#define rep(i,n)         for(ll i=(ll)0; i<(ll)n; i++)
#define REP(i,m,n)       for(ll i=(ll)m; i<(ll)n; i++)
#define arr(var, n)      vec var(n); rep(i,n){cin >> var[i];}
#define arrll(var, n)    vecll var(n); rep(i,n){cin >> var[i];}
#define arrst(var, n)    vecst var(n); rep(i,n){cin >> var[i];}
#define all(var)         (var).begin(), (var).end()
#define sortall(var)     sort(all(var))
#define uniqueall(v)     v.erase(unique(v.begin(), v.end()), v.end());
#define f_sum(var)       accumulate(all(var), 0)
#define f_sumll(var)     accumulate(all(var), 0LL)
#define chmin(v1, v2)    v1 = min(v1, v2)
#define chmax(v1, v2)    v1 = max(v1, v2)
#define mp(v1, v2)       make_pair(v1, v2)
#define pb(var)          push_back(var)
#define prt(var)         cout << (var) << ""\n""
#define prtd(n, var)     cout << fixed << setprecision(n) << var << ""\n""
#define prtfill(n, var)  cout << setw(n) << setfill('0') << var;
#define prt2(v1, v2)     cout << v1 << "" "" << v2 << ""\n""
#define prt3(v1, v2, v3) cout << v1 << "" "" << v2 << "" "" << v3 << ""\n""
#define prtall(v)        rep(i,v.size()){cout<<v[i]<<(i!=v.size()-1?"" "":""\n"");}
void prtok(bool ok){prt(ok ? ""Yes"" : ""No"");}
//----------------------------------------------------------------

int main(void) {
  int a, b, c, d;
  cin >> a >> b >> c >> d;

  int ans=0;
  rep(i,101){
    if(a<i && i<=b && c<i && i<=d) ans++;
  }
  prt(ans);

}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int a,b,c,d;
    cin >> a >> b >> c >> d;
    int L = max(a,c);
    int R = min(b,d);
    cout << max(0, R - L) << ""\n"";
}",0
"#include <iostream>
#include <climits>
#include <cmath>
#include <algorithm>
#include <vector>
#include <map>
#include <set>
#include <queue>
#include <string>
#include <deque>
#define INF_INT (INT_MAX / 2)
#define INF_LONG (LONG_MAX / 2)
//#define DEBUG true
#define DEBUG false
using namespace std;

const int MAX = 100001;
const int MOD = 1000000007;

typedef long long ll;
typedef pair<int, int> pii;
typedef pair<ll, ll> pll;
typedef pair<ll, int> pli;
typedef pair<int, ll> pil;

int ceil(int x, int y) { return (x % y == 0) ? x / y : x / y + 1; }

int gcd(int x, int y) { return y ? gcd(y, x % y) : x; }

int lcm(int x, int y) { return x / gcd(x, y) * y; }

int main() {
  ios::sync_with_stdio(false);
  cin.tie(0);

  int n, k;
  cin >> n >> k;
  vector< int > h(n);
  for(int i = 0; i < n; i++){
    cin >> h[i];
  }

  if(k >= n) {
    cout << 0 << endl;
    return 0;
  }

  sort(h.begin(), h.end());

  ll ans = 0;
  for(int i = 0; i < n - k; i++) {
    ans += h[i];
  }

  cout << ans << endl;

  return 0;
}","#include <bits/stdc++.h>
using namespace std;

int main() {
    ios::sync_with_stdio(false);
    cin.tie(nullptr);

    int n, k;
    cin >> n >> k;

    vector<long long> h(n);
    for(int i = 0; i < n; i++)
        cin >> h[i];

    if(k >= n){
        cout << 0 << ""\n"";
        return 0;
    }

    sort(h.begin(), h.end());

    long long sum = 0;
    for(int i = 0; i < n - k; i++)
        sum += h[i];

    cout << sum << ""\n"";
    return 0;
}",0
"#include <bits/stdc++.h>
using namespace std;

int n, m;
vector<vector<int>> a;
vector<vector<int>> dp;
int d[4][2]={{1,0},{-1,0},{0,1},{0,-1}};

int dfs(int x,int y){
    if(dp[x][y]) return dp[x][y];
    int best = 1;
    for(auto &v:d){
        int nx = x+v[0], ny = y+v[1];
        if(nx>=0 && ny>=0 && nx<n && ny<m && a[nx][ny] > a[x][y])
            best = max(best, 1 + dfs(nx, ny));
    }
    return dp[x][y] = best;
}

int main(){
    cin >> n >> m;
    a.assign(n, vector<int>(m));
    dp.assign(n, vector<int>(m, 0));
    
    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++)
            cin >> a[i][j];

    int ans = 0;
    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++)
            ans = max(ans, dfs(i,j));

    cout << ans << ""\n"";
}","#include <bits/stdc++.h>
using namespace std;

int main(){
    int n,m;
    cin >> n >> m;
    vector<vector<int>> a(n, vector<int>(m));
    for(int i=0;i<n;i++)
        for(int j=0;j<m;j++)
            cin >> a[i][j];

    vector<vector<int>> out(n, vector<int>(m,0));
    int d[4][2]={{1,0},{-1,0},{0,1},{0,-1}};
    queue<pair<int,int>> q;

    for(int i=0;i<n;i++){
        for(int j=0;j<m;j++){
            for(auto &v:d){
                int ni=i+v[0], nj=j+v[1];
                if(ni>=0&&nj>=0&&ni<n&&nj<m && a[ni][nj]>a[i][j])
                    out[i][j]++;
            }
            if(out[i][j]==0) q.push({i,j});
        }
    }

    int path = 0;
    while(!q.empty()){
        path++;
        int sz=q.size();
        while(sz--){
            auto [x,y]=q.front(); q.pop();
            for(auto &v:d){
                int nx=x+v[0], ny=y+v[1];
                if(nx>=0&&ny>=0&&nx<n&&ny<m && a[nx][ny]<a[x][y]){
                    out[nx][ny]--;
                    if(out[nx][ny]==0) q.push({nx,ny});
                }
            }
        }
    }

    cout << path << ""\n"";
}",0
"#include <bits/stdc++.h>
using namespace std;
long long fact_iter(int n){ long long r=1; for(int i=2;i<=n;i++) r*=i; return r; }
int main(){ int n; if(!(cin>>n)) return 0; cout<<fact_iter(n); }
","#include <bits/stdc++.h>
using namespace std;
long long fact_rec(int n){ if(n<=1) return 1; return n*fact_rec(n-1); }
int main(){ int n; if(!(cin>>n)) return 0; cout<<fact_rec(n); }
",0
"#include <bits/stdc++.h>
using namespace std;
int fib_iter(int n){ if(n<=1) return n; int a=0,b=1; for(int i=2;i<=n;i++){ int c=a+b; a=b; b=c; } return b; }
int main(){ int n; if(!(cin>>n)) return 0; cout<<fib_iter(n); }
","#include <bits/stdc++.h>
using namespace std;
int fib_rec(int n){ if(n<=1) return n; return fib_rec(n-1)+fib_rec(n-2); }
int main(){ int n; if(!(cin>>n)) return 0; cout<<fib_rec(n); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; long long s=0; for(int i=0;i<n;i++){ long long x; cin>>x; s+=x; } cout<<s; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<long long> a(n); for(int i=0;i<n;i++) cin>>a[i]; cout<<accumulate(a.begin(), a.end(), 0LL); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; int mx=INT_MIN; for(int i=0;i<n;i++){ int x; cin>>x; mx = max(mx,x); } cout<<mx; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; cout<<*max_element(a.begin(), a.end()); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; int mn=INT_MAX; for(int i=0;i<n;i++){ int x; cin>>x; mn = min(mn,x); } cout<<mn; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; cout<<*min_element(a.begin(), a.end()); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; // bubble sort
 for(int i=0;i<n;i++) for(int j=0;j+1<n;j++) if(a[j]>a[j+1]) swap(a[j],a[j+1]); for(int x:a) cout<<x<<' '; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; sort(a.begin(), a.end()); for(int x:a) cout<<x<<' '; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; // selection sort
 for(int i=0;i<n-1;i++){ int idx=i; for(int j=i+1;j<n;j++) if(a[j]<a[idx]) idx=j; swap(a[i], a[idx]); } for(int x:a) cout<<x<<' '; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; stable_sort(a.begin(), a.end()); for(int x:a) cout<<x<<' '; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); string out=""""; for(int i=(int)s.size()-1;i>=0;i--) out.push_back(s[i]); cout<<out; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); reverse(s.begin(), s.end()); cout<<s; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); int i=0,j=s.size()-1; bool ok=true; while(i<j){ if(s[i++]!=s[j--]){ ok=false; break; } } cout<<(ok?1:0); }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); string t=s; reverse(t.begin(), t.end()); cout<<(s==t?1:0); }
",0
"#include <bits/stdc++.h>
using namespace std;
int gcd_brut(int a,int b){ int g=1; for(int i=1;i<=min(a,b);i++) if(a%i==0 && b%i==0) g=i; return g; }
int main(){ int a,b; if(!(cin>>a>>b)) return 0; cout<<gcd_brut(a,b); }
","#include <bits/stdc++.h>
using namespace std;
int gcd_euclid(int a,int b){ return b==0? a : gcd_euclid(b, a%b); }
int main(){ int a,b; if(!(cin>>a>>b)) return 0; cout<<gcd_euclid(a,b); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int a,b; if(!(cin>>a>>b)) return 0; long long l=1; for(long long i=1;i<= (long long)a*b; ++i) if(i%a==0 && i%b==0){ l=i; break; } cout<<l; }
","#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){ return b?gcd(b,a%b):a; }
int main(){ int a,b; if(!(cin>>a>>b)) return 0; cout<<(1LL*a*b)/gcd(a,b); }
",0
"#include <bits/stdc++.h>
using namespace std;
bool isprime_trial(long long n){ if(n<2) return false; for(long long i=2;i*i<=n;i++) if(n%i==0) return false; return true; }
int main(){ long long n; if(!(cin>>n)) return 0; cout<<(isprime_trial(n)?1:0); }
","#include <bits/stdc++.h>
using namespace std;
bool isprime_skip(long long n){ if(n<2) return false; if(n%2==0) return n==2; for(long long i=3;i*i<=n;i+=2) if(n%i==0) return false; return true; }
int main(){ long long n; if(!(cin>>n)) return 0; cout<<(isprime_skip(n)?1:0); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!(cin>>s)) return 0; int cnt=0; for(char c:s) if(c=='a'||c=='e'||c=='i'||c=='o'||c=='u') cnt++; cout<<cnt; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!(cin>>s)) return 0; unordered_set<char> v={'a','e','i','o','u'}; int cnt=0; for(char c:s) if(v.count(c)) cnt++; cout<<cnt; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); int words=0; istringstream iss(s); string w; while(iss>>w) words++; cout<<words; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); int words=0; bool in=false; for(char c:s){ if(isspace(c)){ in=false; } else if(!in){ in=true; words++; } } cout<<words; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; long long sum=0; for(int x:a) sum+=x; cout<<sum; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<long long>a(n); for(int i=0;i<n;i++) cin>>a[i]; cout<<accumulate(a.begin(), a.end(), 0LL); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; int cnt=0; for(int i=1;i<n;i++) if(a[i]<a[i-1]) { cnt=1; break; } cout<< (cnt?0:1); }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; cout<<(is_sorted(a.begin(), a.end())?1:0); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!(cin>>s)) return 0; set<char> st; for(char c:s) st.insert(c); cout<<st.size(); }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!(cin>>s)) return 0; vector<int> freq(256); for(char c:s) freq[(unsigned char)c]++; int cnt=0; for(int x:freq) if(x) cnt++; cout<<cnt; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); string t=""""; for(char c:s) if(c!=' ') t.push_back(c); cout<<t; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); s.erase(remove(s.begin(), s.end(), ' '), s.end()); cout<<s; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; int idx=-1; for(int i=0;i<n;i++) if(a[i]<0){ idx=i; break; } cout<<idx; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; auto it=find_if(a.begin(), a.end(), [](int x){ return x<0; }); if(it==a.end()) cout<<-1; else cout<<distance(a.begin(), it); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; long long r=1; for(int i=1;i<=n;i++) r*=i; cout<<r; }
","#include <bits/stdc++.h>
using namespace std;
long long fact_iter2(int n){ long long r=1; for(int i=2;i<=n;i++) r*=i; return r; }
int main(){ int n; if(!(cin>>n)) return 0; cout<<fact_iter2(n); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; int a[n]; for(int i=0;i<n;i++) cin>>a[i]; for(int i=0;i<n;i++) for(int j=0;j<n;j++) if(a[i]<a[j]) swap(a[i],a[j]); for(int x:a) cout<<x<<' '; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; sort(a.begin(), a.end()); for(int x:a) cout<<x<<' '; }
",0
"#include <bits/stdc++.h>
using namespace std;
// count pairs with sum S - naive
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; int S; cin>>S; int cnt=0; for(int i=0;i<n;i++) for(int j=i+1;j<n;j++) if(a[i]+a[j]==S) cnt++; cout<<cnt; }
","#include <bits/stdc++.h>
using namespace std;
// count pairs with sum S - hashmap
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; int S; cin>>S; unordered_map<int,int> m; int cnt=0; for(int x:a){ cnt += m[S-x]; m[x]++; } cout<<cnt; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ long long x; if(!(cin>>x)) return 0; int c=0; while(x){ c += x%10; x/=10; } cout<<c; }
","#include <bits/stdc++.h>
using namespace std;
int sumdig(long long x){ if(x==0) return 0; return x%10 + sumdig(x/10); }
int main(){ long long x; if(!(cin>>x)) return 0; cout<<sumdig(x); }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; for(int i=0;i<n;i++) cout<<a[i]<<' '; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; for(int i=0;i<n;i++){ int x; cin>>x; cout<<x<<' '; } }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; int s=0; for(int x:a) s+=x; cout<<s; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int n; if(!(cin>>n)) return 0; long long s=0; for(int i=0;i<n;i++){ int x; cin>>x; s += x; } cout<<s; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ int r,c; if(!(cin>>r>>c)) return 0; vector<vector<int>> A(r, vector<int>(c)); for(int i=0;i<r;i++) for(int j=0;j<c;j++) cin>>A[i][j]; for(int j=0;j<c;j++){ for(int i=0;i<r;i++) cout<<A[i][j]<<' '; cout<<""\n""; } }
","#include <bits/stdc++.h>
using namespace std;
int main(){ int r,c; if(!(cin>>r>>c)) return 0; vector<vector<int>> A(r, vector<int>(c)); for(int i=0;i<r;i++) for(int j=0;j<c;j++) cin>>A[i][j]; for(int i=0;i<r;i++){ for(int j=0;j<c;j++) cout<<A[j][i]<<' '; cout<<""\n""; } }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); int cnt=0; for(char c:s) if(isdigit(c)) cnt++; cout<<cnt; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); int cnt=0; for(char c:s) if(c>='0' && c<='9') cnt++; cout<<cnt; }
",0
"#include <bits/stdc++.h>
using namespace std;
// reverse words order
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); istringstream iss(s); vector<string> w; string t; while(iss>>t) w.push_back(t); for(int i=w.size()-1;i>=0;i--){ if(i!=(int)w.size()-1) cout<<' '; cout<<w[i]; } }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); string out="""", cur=""""; for(int i=s.size()-1;i>=0;i--){ if(s[i]==' '){ if(!cur.empty()){ if(!out.empty()) out += ' '; reverse(cur.begin(), cur.end()); out += cur; cur.clear(); } } else cur.push_back(s[i]); } if(!cur.empty()){ if(!out.empty()) out += ' '; reverse(cur.begin(), cur.end()); out += cur; } cout<<out; }
",0
"#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); for(char &c:s) if(c>='A' && c<='Z') c = c - 'A' + 'a'; cout<<s; }
","#include <bits/stdc++.h>
using namespace std;
int main(){ string s; if(!getline(cin,s)) return 0; if(s.size()==0) getline(cin,s); transform(s.begin(), s.end(), s.begin(), ::tolower); cout<<s; }
",0
"#include <bits/stdc++.h>
using namespace std;
// binary search - iterative
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; int target; cin>>target; int l=0,r=n-1,idx=-1; while(l<=r){ int m=(l+r)/2; if(a[m]==target){ idx=m; break; } else if(a[m]<target) l=m+1; else r=m-1; } cout<<idx; }
","#include <bits/stdc++.h>
using namespace std;
// binary search - STL
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; int target; cin>>target; auto it=lower_bound(a.begin(),a.end(),target); if(it!=a.end() && *it==target) cout<<distance(a.begin(),it); else cout<<-1; }
",0
"#include <bits/stdc++.h>
using namespace std;
// power - iterative
int main(){ long long base,exp; if(!(cin>>base>>exp)) return 0; long long res=1; for(int i=0;i<exp;i++) res*=base; cout<<res; }
","#include <bits/stdc++.h>
using namespace std;
// power - recursive
long long power(long long b,long long e){ if(e==0) return 1; return b*power(b,e-1); }
int main(){ long long base,exp; if(!(cin>>base>>exp)) return 0; cout<<power(base,exp); }
",0
"#include <bits/stdc++.h>
using namespace std;
// check if array has duplicates - nested loop
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; bool dup=false; for(int i=0;i<n && !dup;i++) for(int j=i+1;j<n;j++) if(a[i]==a[j]){ dup=true; break; } cout<<(dup?1:0); }
","#include <bits/stdc++.h>
using namespace std;
// check if array has duplicates - set
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; set<int>s(a.begin(),a.end()); cout<<(s.size()!=a.size()?1:0); }
",0
"#include <bits/stdc++.h>
using namespace std;
// median of array - sorting
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; sort(a.begin(),a.end()); if(n%2==1) cout<<a[n/2]; else cout<<(a[n/2-1]+a[n/2])/2; }
","#include <bits/stdc++.h>
using namespace std;
// median of array - nth_element
int main(){ int n; if(!(cin>>n)) return 0; vector<int>a(n); for(int i=0;i<n;i++) cin>>a[i]; nth_element(a.begin(),a.begin()+n/2,a.end()); if(n%2==1) cout<<a[n/2]; else{ nth_element(a.begin(),a.begin()+n/2-1,a.end()); cout<<(a[n/2-1]+a[n/2])/2; } }
",0
